79	51	111	172
28	45	60	174
219	112	219	255
277	10	285	13
221	221	221	221
266	150	33	65
111	111	111	111
15	23	127	289
102	9	207	102
195	193	169	103
293	105	228	227
52	46	52	205
261	155	288	38
290	216	82	197
290	28	196	42
268	42	18	47
105	168	7	112
264	220	280	28
164	154	250	154
94	63	166	216
206	226	226	177
32	38	56	123
232	14	260	40
44	44	44	44
270	214	262	270
294	294	149	164
193	124	154	279
91	228	46	73
182	182	182	182
154	154	154	154
56	13	287	60
6	61	296	91
13	13	13	13
202	202	202	202
147	238	75	168
222	44	101	287
67	204	117	67
134	161	199	166
29	183	7	183
298	152	72	152
200	28	200	54
253	253	253	253
137	175	48	163
93	204	86	181
38	253	169	191
178	178	178	178
8	198	155	96
266	127	74	221
198	173	288	279
265	153	259	219
197	249	27	251
122	137	186	24
241	111	241	91
113	88	294	270
261	268	242	229
239	239	68	135
299	300	299	257
290	290	290	290
100	12	35	100
228	22	220	205
239	239	239	239
97	149	20	165
28	214	169	150
141	141	298	75
35	35	67	267
291	227	253	78
97	33	104	242
40	262	190	139
250	196	147	267
195	264	124	284
111	111	207	30
82	15	294	160
30	106	90	120
222	11	225	28
101	246	131	206
80	80	80	80
228	280	280	195
54	296	276	139
232	206	76	141
205	205	205	205
260	229	250	16
89	100	104	183
104	53	288	29
29	293	203	177
220	220	220	220
31	57	31	107
50	18	57	289
7	11	23	211
83	56	21	170
254	112	193	231
162	162	263	24
226	216	226	121
70	70	70	70
234	234	234	234
243	243	243	243
96	115	87	53
160	201	12	281
272	272	272	272
163	33	31	131
255	249	74	134
81	156	21	232
163	295	298	36
26	181	140	121
268	246	103	268
62	70	50	180
290	32	294	258
106	164	75	199
176	270	275	147
175	148	52	192
232	232	193	253
280	129	209	168
30	30	30	30
246	181	181	32
179	253	236	81
167	59	195	102
292	270	181	295
100	100	100	100
277	254	96	251
244	244	244	244
168	269	209	82
97	250	246	275
70	261	140	21
285	176	82	283
71	294	280	82
108	234	211	28
213	213	60	257
25	25	25	25
288	145	149	145
183	267	264	95
289	135	254	242
73	73	73	73
68	266	226	205
85	35	35	166
149	35	149	78
223	250	223	285
262	228	18	289
130	255	118	255
243	162	135	280
256	272	97	26
252	129	72	272
32	22	44	221
86	233	205	274
191	212	179	102
111	136	242	176
111	110	53	235
197	200	8	196
189	138	106	278
277	283	168	28
55	127	232	232
62	89	129	64
40	84	120	19
47	234	134	228
187	28	187	176
191	256	137	230
170	147	220	220
166	166	205	163
278	288	278	19
181	89	186	170
274	274	274	274
224	151	298	218
167	95	271	252
11	240	198	191
265	11	248	227
124	124	124	124
205	80	186	110
13	110	110	110
271	299	90	299
284	101	94	66
263	186	72	157
218	79	141	55
98	98	98	98
294	58	276	63
211	103	32	239
227	261	197	63
183	223	157	131
9	186	247	186
147	95	191	13
229	99	277	79
18	63	285	144
117	117	171	281
84	84	84	84
296	76	229	238
6	141	141	8
285	284	7	156
107	107	107	107
275	223	247	223
42	41	140	41
272	258	45	41
67	108	63	190
64	159	282	175
285	108	276	254
181	149	181	249
45	45	45	45
77	112	270	142
100	268	225	19
78	288	102	118
20	150	113	229
71	71	174	241
297	269	72	213
58	119	194	119
11	259	287	89
176	51	150	240
176	292	215	228
232	246	97	130
37	37	37	37
166	255	221	50
135	174	91	112
189	124	255	45
78	190	104	249
166	292	222	292
253	135	284	30
134	250	55	129
265	25	214	46
286	24	140	20
23	254	128	224
117	211	58	230
16	160	55	160
163	256	90	132
235	50	245	285
274	31	145	86
30	30	30	30
208	95	148	31
49	97	30	80
103	103	103	103
248	10	210	292
44	216	216	209
289	169	240	100
176	121	266	282
171	33	273	85
144	114	85	139
83	118	75	53
12	274	46	189
107	274	149	223
168	211	162	162
75	173	71	237
16	258	271	152
72	153	289	97
36	177	178	57
111	174	174	96
133	131	186	66
258	139	6	226
209	209	209	209
151	150	107	218
132	132	132	132
29	111	233	29
249	62	240	210
74	22	74	96
45	111	111	213
136	300	147	41
23	23	23	23
199	76	19	79
188	188	287	209
33	279	147	164
24	187	63	56
225	165	239	115
216	207	86	249
85	85	85	85
98	98	98	98
154	284	134	17
39	216	108	9
268	54	188	191
75	28	67	53
291	173	248	85
85	150	203	46
85	269	18	300
20	108	251	108
288	62	220	285
226	112	26	240
92	99	131	157
149	87	132	222
121	157	157	271
246	175	121	89
266	288	288	171
89	143	166	70
146	94	118	87
93	194	25	136
82	82	82	82
65	258	106	258
151	151	151	151
108	108	108	108
272	248	24	135
155	277	91	76
114	114	114	114
203	175	59	175
299	145	112	175
157	79	289	278
59	59	59	59
211	174	257	134
76	297	300	47
250	250	250	250
44	234	297	24
146	91	105	200
27	27	27	27
246	111	222	170
217	217	66	261
212	181	15	130
98	142	98	133
147	147	147	147
35	35	68	239
141	154	263	89
247	247	247	247
172	172	192	277
283	283	283	283
211	211	211	211
213	213	213	213
151	213	151	220
75	229	243	109
66	279	87	180
61	61	61	61
284	284	162	131
258	32	288	258
213	256	213	22
160	217	249	238
162	162	162	162
246	243	20	216
16	13	104	143
87	87	87	87
257	40	180	294
115	239	125	203
292	180	264	264
126	248	70	51
22	197	189	137
31	213	114	163
224	247	265	236
174	174	174	174
156	156	156	156
52	225	277	125
75	69	69	104
235	228	189	235
193	103	242	226
189	230	48	230
124	124	124	124
223	150	150	52
236	204	95	147
110	168	17	120
249	171	223	145
284	166	290	227
95	219	102	127
294	290	115	101
260	62	73	40
137	223	173	180
97	97	97	97
198	56	188	140
182	11	160	234
189	189	189	189
272	65	17	17
119	127	226	127
199	81	161	161
212	181	213	7
159	29	194	255
72	161	74	161
190	40	219	87
165	242	136	242
198	33	12	63
79	79	79	79
67	15	153	45
113	104	113	144
151	187	51	187
270	82	221	193
129	132	146	82
111	86	111	219
299	74	133	150
147	153	185	185
58	44	7	28
264	178	55	184
207	297	132	176
251	286	251	227
230	31	168	29
114	179	238	102
290	145	112	25
165	165	165	165
295	33	59	251
50	218	185	279
276	111	30	230
217	217	217	217
66	282	299	97
180	94	7	141
72	40	56	103
286	148	294	286
233	154	48	54
42	249	264	27
278	242	246	143
251	287	63	277
213	205	190	164
8	27	12	10
210	246	155	119
113	168	44	178
161	118	125	75
138	216	84	185
63	63	63	63
74	280	251	33
70	70	70	70
198	26	266	102
216	216	216	216
67	21	101	40
234	219	76	234
32	296	32	132
142	230	14	39
200	76	146	200
207	271	129	298
185	216	163	41
100	100	100	100
196	175	172	8
268	268	268	268
211	36	78	247
266	190	266	194
240	240	240	240
193	263	46	171
219	219	219	219
107	107	107	107
55	55	55	55
35	35	35	35
161	223	195	43
276	72	167	72
58	172	145	164
41	119	160	170
70	34	70	116
221	238	54	226
15	125	83	216
48	48	48	48
48	290	87	205
235	235	235	235
284	275	73	212
245	245	245	245
17	227	240	63
200	174	126	255
300	110	300	228
253	77	280	47
205	205	205	205
283	54	298	298
112	31	116	49
119	119	119	119
235	235	235	235
243	97	237	234
195	195	195	195
234	280	107	47
5	22	38	98
239	8	60	8
246	147	175	175
289	122	112	241
117	219	110	117
111	299	190	111
256	300	79	16
172	215	237	62
75	113	29	25
226	226	226	226
212	109	238	238
119	194	299	187
108	228	81	226
64	180	64	122
220	185	58	143
93	93	93	93
67	67	67	67
94	250	144	258
278	58	58	38
121	121	121	121
232	232	232	232
286	286	20	292
208	208	208	208
238	9	247	146
87	233	266	34
175	251	199	22
213	279	192	157
256	93	267	93
61	144	104	298
165	173	167	81
122	122	110	69
123	113	29	246
204	204	204	204
161	202	144	243
234	237	189	145
53	145	202	145
21	182	55	41
90	90	90	90
53	139	136	137
147	147	205	194
109	117	115	254
184	290	52	9
290	165	18	96
33	231	264	276
135	125	261	103
139	139	139	139
141	112	76	17
36	36	113	168
269	269	269	269
250	88	290	265
177	63	114	38
26	175	70	175
95	95	95	95
179	65	156	179
38	5	38	41
16	48	48	171
256	271	279	271
140	250	140	182
190	293	210	214
218	100	218	214
203	124	271	250
90	232	211	104
157	109	22	198
74	74	74	74
54	255	95	29
209	60	127	206
297	210	116	297
185	53	58	241
269	99	237	151
34	110	91	108
43	278	32	278
61	214	214	186
123	123	123	123
8	8	8	8
18	35	126	58
129	285	175	168
70	146	86	230
236	240	235	97
29	62	38	38
80	63	28	22
123	123	123	123
52	208	151	130
9	120	62	218
86	86	218	144
283	14	96	14
131	131	131	131
80	191	43	80
67	103	67	114
93	93	93	93
179	89	167	126
63	63	63	63
211	138	260	283
37	37	37	37
20	20	20	20
56	56	29	39
57	297	182	129
35	287	76	201
122	157	192	115
150	61	214	150
48	48	262	198
172	191	191	107
141	141	141	141
132	298	298	129
188	188	188	188
299	176	116	160
121	275	275	103
71	71	71	71
277	266	157	91
29	293	293	60
299	112	110	158
179	173	179	61
27	80	149	74
42	42	42	42
195	216	102	49
235	220	77	61
89	215	222	222
192	192	192	192
182	64	45	286
241	232	260	121
217	170	170	187
120	120	120	120
23	240	81	212
75	208	216	153
190	190	190	190
294	222	242	134
45	9	13	212
292	151	54	51
183	24	194	183
87	87	87	87
70	266	218	70
146	146	146	146
268	278	153	226
260	109	158	227
60	77	60	178
295	287	104	106
285	285	285	285
23	23	12	165
204	13	46	182
147	21	243	243
107	103	160	60
195	195	195	195
97	50	64	50
258	285	105	213
220	214	46	238
263	226	56	290
122	248	31	249
297	194	194	282
246	297	278	207
84	296	50	154
122	258	214	169
101	197	212	229
178	73	206	30
218	40	163	234
233	222	162	202
57	282	70	132
85	277	235	39
20	42	68	275
181	258	56	153
136	273	64	120
90	44	74	132
156	271	156	30
49	49	49	49
107	119	226	190
210	210	210	210
173	173	173	173
79	176	233	199
77	270	167	175
214	202	294	231
217	117	225	197
53	53	53	53
181	104	103	100
229	54	197	299
42	82	193	55
268	278	291	48
124	292	59	95
54	89	152	54
236	248	68	178
258	99	75	75
56	40	56	267
88	137	211	11
136	10	281	10
96	271	293	120
122	151	223	179
42	269	126	206
231	133	174	255
294	166	33	166
296	288	140	67
158	158	158	158
102	229	90	131
182	182	182	182
186	191	247	10
143	68	278	117
51	51	84	133
64	64	64	64
288	121	250	97
46	86	86	288
188	71	250	170
147	150	130	138
235	288	169	296
231	204	108	280
144	144	144	144
113	113	48	71
200	119	202	168
40	40	40	40
89	89	89	89
39	39	55	129
144	283	194	173
17	225	84	225
179	300	70	81
159	246	148	26
54	153	280	193
299	273	274	299
106	295	141	96
66	289	190	222
284	44	119	33
9	276	9	218
41	41	41	41
40	40	40	40
102	252	168	168
135	290	280	10
78	158	137	164
101	115	193	195
160	160	160	160
183	37	211	263
27	52	38	52
171	90	138	203
99	45	124	255
192	168	217	298
265	284	156	291
288	288	288	288
256	17	184	81
112	112	112	112
281	281	281	281
83	83	83	83
110	173	132	283
220	142	72	117
289	20	274	67
277	136	159	136
251	60	185	146
103	129	164	228
209	173	236	161
131	213	181	247
137	146	96	146
42	42	42	42
140	140	140	140
215	42	42	121
106	52	258	152
167	197	229	79
60	156	132	87
256	187	254	296
39	39	39	39
231	160	145	10
224	92	46	63
51	51	51	51
58	9	159	266
8	243	243	174
266	85	75	173
41	281	281	127
190	161	54	92
176	141	96	75
219	219	219	219
12	251	41	82
56	234	151	205
262	157	234	79
15	292	88	15
129	15	295	10
245	147	147	27
128	21	45	96
98	98	145	239
249	113	290	226
208	33	234	208
170	170	170	170
53	168	253	196
125	139	224	14
178	24	112	142
200	93	252	76
143	81	103	271
13	276	13	160
202	155	141	268
149	24	293	92
112	95	199	163
49	227	130	49
149	261	169	297
84	172	53	299
202	12	43	204
203	203	276	259
11	73	86	279
188	206	55	199
13	258	129	249
252	150	22	252
278	278	278	278
154	118	241	179
286	8	67	159
186	259	193	192
270	45	270	244
27	87	70	8
157	282	182	157
85	85	85	85
139	206	194	78
246	102	102	115
147	31	31	177
63	63	63	63
22	126	84	184
85	81	124	81
51	261	15	101
102	42	102	225
192	164	75	101
156	166	172	189
191	161	33	225
297	297	297	297
128	128	128	128
183	183	183	183
214	208	96	153
27	27	27	27
232	239	203	203
277	228	161	150
111	297	40	119
157	41	85	148
203	136	210	46
97	45	105	75
124	20	131	297
273	227	269	91
226	226	226	226
96	96	172	179
190	190	190	190
192	102	79	209
238	196	78	145
87	234	52	243
59	120	275	59
276	231	18	158
174	246	241	174
216	5	256	228
131	71	56	272
287	250	264	277
76	76	76	76
216	297	109	115
284	284	86	49
234	89	234	261
248	73	279	122
103	123	123	22
117	34	197	299
243	252	243	203
239	240	238	215
269	129	299	169
290	267	290	148
96	198	33	298
140	189	198	17
142	142	142	142
241	121	224	16
245	260	166	16
103	103	103	103
220	261	293	261
252	21	252	212
175	175	175	175
183	183	183	183
18	18	18	18
280	280	37	263
279	99	82	62
270	229	107	107
249	84	249	251
41	285	25	294
53	228	212	19
99	52	270	26
267	69	170	69
257	197	174	161
195	67	249	215
96	96	96	96
162	284	254	237
228	264	253	274
292	178	76	122
264	264	264	264
88	287	159	220
143	31	107	240
175	224	298	298
163	167	193	62
112	36	143	164
57	236	262	289
226	68	70	157
186	158	230	104
159	172	104	172
246	74	102	284
27	27	27	27
201	201	201	201
207	100	149	99
96	197	163	217
98	98	70	161
190	190	190	190
247	145	59	196
75	75	75	75
281	281	281	281
27	270	287	121
58	271	288	45
209	116	37	34
28	237	218	135
37	187	48	31
147	169	176	199
155	268	124	152
141	141	141	141
192	295	141	203
276	61	217	39
212	24	78	78
216	98	35	272
172	243	196	7
218	25	292	25
250	206	196	222
49	29	124	251
72	72	72	72
285	276	174	181
175	174	113	102
94	94	94	94
203	119	151	34
9	72	147	147
285	285	203	128
165	131	156	273
95	95	95	95
240	60	249	40
109	204	269	167
26	63	143	189
156	156	156	156
267	267	267	267
202	27	285	296
98	98	98	98
218	218	218	218
184	179	8	87
277	6	29	299
67	67	67	67
13	13	62	246
277	172	98	178
108	108	108	108
47	68	288	47
284	167	178	199
232	6	8	176
220	16	185	80
232	295	124	131
247	27	287	188
19	11	113	122
9	164	260	232
48	278	99	160
19	19	19	19
13	13	196	240
111	247	121	30
90	55	85	292
138	138	138	138
95	151	47	275
257	98	196	69
292	292	292	292
94	90	202	211
296	45	290	153
194	293	241	166
150	150	256	264
251	69	207	234
104	34	97	243
42	130	110	110
48	25	56	30
44	94	86	135
253	195	115	135
242	152	238	241
231	231	231	231
176	98	98	17
213	213	213	213
51	152	150	183
278	158	292	73
174	276	297	118
97	128	8	286
158	231	245	243
8	8	8	8
268	27	198	129
114	231	240	5
60	114	24	60
150	150	150	150
154	66	154	148
64	89	227	277
151	243	173	135
289	205	155	256
67	49	276	15
151	151	151	151
96	127	27	93
255	5	163	87
203	203	203	203
26	226	11	61
230	92	114	234
8	8	92	17
248	160	29	256
237	120	106	106
153	62	153	197
250	191	272	172
251	292	181	297
105	181	121	178
96	9	256	121
80	91	75	88
252	34	188	156
298	8	242	221
96	282	68	24
46	126	230	227
98	161	48	116
48	48	48	48
215	254	166	25
170	143	187	188
53	174	10	53
192	263	227	227
161	156	189	94
193	59	162	29
59	245	59	243
127	156	106	209
186	42	249	78
176	176	164	276
79	123	80	92
235	42	48	91
149	273	273	256
189	184	56	221
170	170	170	170
203	203	203	203
94	94	94	94
132	50	50	39
21	244	203	264
33	39	199	184
225	225	225	225
217	279	126	56
40	136	193	180
155	205	298	261
25	284	40	209
269	127	269	80
177	122	233	221
248	201	146	39
291	291	291	291
18	157	274	111
223	223	223	223
283	283	283	283
103	95	103	241
87	87	87	87
260	249	205	191
25	261	187	189
86	157	251	252
109	109	127	13
37	115	27	293
206	130	28	129
194	187	47	47
184	14	81	7
144	224	89	89
126	184	281	272
70	108	244	120
38	121	37	266
247	203	91	100
300	163	28	193
150	150	150	150
193	211	232	168
7	199	67	73
9	72	110	17
8	172	6	73
259	219	40	235
179	179	297	288
31	180	8	28
135	70	116	247
101	131	91	52
58	190	283	149
142	11	200	120
62	200	200	151
162	279	229	88
188	246	101	188
96	96	96	96
214	186	215	214
126	126	126	126
40	195	40	182
56	80	237	269
261	261	189	244
23	226	299	22
155	149	139	139
153	148	286	153
14	14	14	14
268	241	151	186
110	174	256	146
213	271	190	145
146	146	146	146
276	99	13	162
75	75	75	75
32	272	44	247
95	256	177	117
59	100	251	272
196	23	93	54
33	113	200	222
137	106	137	68
222	100	143	18
88	242	25	158
256	256	256	256
172	119	77	198
268	268	268	268
233	98	153	247
150	189	206	222
140	98	98	136
264	264	264	264
161	232	232	80
54	134	101	29
129	76	129	217
25	88	226	106
45	169	44	299
91	239	15	198
168	30	133	133
32	168	183	7
141	239	298	215
267	241	192	114
290	104	192	192
123	257	168	252
27	203	227	269
99	105	82	210
17	115	272	226
213	63	112	156
70	32	175	287
144	84	202	160
129	62	15	129
135	135	135	135
70	24	148	278
30	30	30	30
27	22	84	227
112	126	42	171
10	177	14	25
205	124	220	26
238	273	25	173
97	97	97	97
70	91	46	139
160	51	84	228
55	55	238	38
272	179	262	262
189	189	189	189
40	40	40	40
9	9	9	9
268	228	205	188
295	181	295	216
298	289	217	95
134	134	134	134
53	153	196	212
151	124	136	156
206	139	167	248
83	83	83	83
143	143	143	143
207	122	194	90
45	23	43	6
86	23	94	106
205	42	144	209
238	15	251	272
241	96	47	281
48	48	48	48
166	225	137	92
5	137	120	52
269	65	242	242
227	279	221	279
224	215	282	171
85	223	235	164
41	61	226	90
156	116	252	23
243	153	129	52
109	256	197	274
197	210	283	54
244	203	117	202
202	202	202	202
48	125	56	14
161	245	219	229
138	82	138	156
216	216	216	216
78	276	78	230
144	256	102	64
203	122	287	186
231	146	23	172
18	18	18	18
297	7	63	38
131	209	253	29
198	117	171	222
188	188	188	188
172	291	286	114
122	29	122	224
172	172	172	172
145	101	225	247
289	89	107	169
213	200	197	48
293	293	295	225
247	247	247	247
115	115	115	115
158	30	210	138
24	24	24	24
137	30	120	95
295	295	295	295
80	6	261	271
166	166	166	166
202	202	202	202
23	87	203	212
202	202	202	202
146	146	34	60
167	264	121	34
40	40	40	40
63	15	68	163
21	35	221	35
111	111	111	111
220	220	220	220
130	22	259	162
151	151	151	151
49	118	71	274
234	215	294	294
276	258	25	219
108	228	96	48
58	254	13	173
74	70	252	156
152	10	270	111
131	131	130	9
108	108	158	58
266	142	249	76
36	70	39	142
100	68	60	254
248	276	241	224
197	16	141	162
266	266	266	266
200	217	217	152
221	146	174	221
27	27	27	27
164	164	164	164
88	230	249	211
211	211	211	211
241	241	241	241
81	81	81	81
60	14	39	132
31	286	181	214
77	135	103	22
89	185	286	109
278	141	284	37
64	171	225	284
164	121	251	164
193	193	193	193
298	9	283	272
46	46	46	46
228	65	108	45
225	225	225	225
207	118	84	25
287	202	51	202
256	86	210	140
215	215	223	196
105	236	7	7
263	199	171	247
238	238	60	240
82	82	82	82
69	69	69	69
11	260	281	60
141	37	169	56
245	56	221	164
38	24	199	213
241	162	167	286
227	189	238	60
35	119	167	119
111	202	17	139
38	219	48	124
58	58	240	180
76	46	17	76
13	13	13	13
136	136	5	71
5	90	211	232
273	209	148	96
244	188	74	39
249	79	16	66
60	124	74	57
45	259	93	40
147	47	12	224
67	32	86	163
75	75	145	127
279	279	279	279
156	22	138	165
35	238	186	74
103	26	243	90
136	136	111	297
214	249	197	130
251	251	251	251
236	21	44	192
220	73	220	111
104	49	16	42
103	96	191	171
13	239	106	29
170	118	212	78
182	153	92	127
90	140	81	275
191	191	191	191
82	37	149	288
114	212	224	104
90	60	235	116
50	63	284	288
266	53	142	172
221	57	207	81
271	289	271	204
77	5	200	214
227	181	194	239
60	233	146	230
171	48	249	171
261	25	148	88
137	7	192	53
157	246	96	246
146	47	133	208
208	142	141	170
165	285	264	185
259	259	259	259
194	181	270	228
84	53	114	187
206	91	63	195
195	93	189	227
15	286	71	65
158	158	158	158
196	224	295	288
235	191	235	250
162	15	285	285
216	216	216	216
5	131	178	223
237	56	261	31
55	284	131	154
101	82	148	89
220	130	200	204
70	182	184	211
100	190	64	94
201	201	201	201
112	218	197	130
59	282	59	80
97	190	125	139
192	192	192	192
156	93	106	156
297	297	297	297
243	158	158	15
65	300	182	71
228	228	228	228
48	53	279	256
282	282	282	282
131	212	212	98
288	298	298	89
153	16	263	268
205	193	193	269
15	15	15	15
205	101	205	230
202	202	202	202
114	129	63	230
265	74	261	266
100	100	24	293
280	5	294	196
182	182	166	188
295	295	295	295
157	267	153	183
98	15	15	139
241	255	299	221
59	59	59	59
288	288	288	288
33	26	43	14
220	220	220	220
141	93	186	79
164	127	206	127
240	240	156	62
147	147	147	147
114	133	156	210
145	83	206	106
217	205	49	205
245	245	245	245
289	225	58	83
60	245	80	260
254	208	288	111
100	92	274	64
199	274	152	35
283	256	177	61
60	300	164	70
142	276	214	213
92	92	92	92
231	185	223	24
288	274	258	68
271	252	271	98
199	161	162	26
30	251	206	127
242	222	56	208
26	5	240	234
292	16	155	220
36	234	129	36
202	79	207	106
164	69	247	97
7	15	220	232
65	161	148	203
156	156	156	156
276	91	87	22
249	256	68	256
25	112	168	260
146	146	146	146
292	120	237	39
90	201	64	55
12	135	156	68
149	197	128	157
190	170	225	80
174	174	174	174
255	61	255	75
79	43	127	99
99	98	106	29
25	122	89	198
291	145	291	115
176	16	33	33
54	137	154	87
201	73	166	140
184	281	54	295
42	42	42	42
264	191	269	212
195	281	251	251
241	106	216	27
227	117	287	23
215	38	146	201
176	107	216	176
22	134	192	88
27	45	187	222
187	214	178	192
152	152	152	152
26	120	195	191
190	190	190	190
256	196	268	232
296	163	112	259
157	157	157	157
78	78	78	78
46	209	195	287
135	269	251	251
282	271	22	201
22	22	22	22
52	173	99	233
19	139	60	92
196	245	190	190
278	297	5	201
67	255	179	193
251	182	78	247
141	288	59	5
144	144	144	144
259	294	214	251
150	9	78	247
126	182	139	210
185	40	228	242
36	216	276	137
66	244	251	254
160	83	193	193
171	228	237	255
53	175	98	149
294	294	91	132
157	153	240	278
275	275	275	275
23	23	23	23
23	84	270	80
266	266	266	266
61	131	277	87
168	18	227	46
90	191	97	118
242	12	132	132
230	152	158	113
118	265	106	80
206	94	232	221
277	277	277	277
217	124	70	244
176	176	253	31
216	81	89	89
199	157	289	287
